,sentiment
5598,neutral
5599,positive
5600,positive
5601,neutral
5602,neutral
5603,positive
5604,negative
5605,neutral
5606,neutral
5607,neutral
5608,neutral
5609,neutral
5610,neutral
5611,negative
5612,positive
5613,neutral
5614,neutral
5615,positive
5616,neutral
5617,neutral
5618,neutral
5619,positive
5620,neutral
5621,neutral
5622,neutral
5623,neutral
5624,neutral
5625,neutral
5626,neutral
5627,negative
5628,neutral
5629,positive
5630,positive
5631,positive
5632,neutral
5633,positive
5634,neutral
5635,neutral
5636,neutral
5637,neutral
5638,neutral
5639,neutral
5640,neutral
5641,neutral
5642,neutral
5643,neutral
5644,neutral
5645,neutral
5646,neutral
5647,positive
5648,neutral
5649,neutral
5650,positive
5651,neutral
5652,neutral
5653,neutral
5654,neutral
5655,positive
5656,neutral
5657,neutral
5658,neutral
5659,negative
5660,positive
5661,positive
5662,neutral
5663,neutral
5664,positive
5665,neutral
5666,neutral
5667,neutral
5668,positive
5669,neutral
5670,positive
5671,positive
5672,neutral
5673,negative
5674,neutral
5675,positive
5676,neutral
5677,neutral
5678,neutral
5679,positive
5680,neutral
5681,negative
5682,neutral
5683,neutral
5684,neutral
5685,negative
5686,neutral
5687,negative
5688,positive
5689,neutral
5690,neutral
5691,positive
5692,neutral
5693,neutral
5694,positive
5695,neutral
5696,neutral
5697,neutral
5698,positive
5699,negative
5700,negative
5701,neutral
5702,neutral
5703,neutral
5704,neutral
5705,neutral
5706,neutral
5707,neutral
5708,neutral
5709,neutral
5710,neutral
5711,positive
5712,positive
5713,neutral
5714,positive
5715,positive
5716,neutral
5717,negative
5718,neutral
5719,negative
5720,positive
5721,neutral
5722,neutral
5723,neutral
5724,neutral
5725,neutral
5726,neutral
5727,negative
5728,positive
5729,neutral
5730,neutral
5731,positive
5732,positive
5733,neutral
5734,positive
5735,neutral
5736,neutral
5737,positive
5738,neutral
5739,neutral
5740,neutral
5741,neutral
5742,positive
5743,positive
5744,positive
5745,positive
5746,neutral
5747,neutral
5748,neutral
5749,neutral
5750,neutral
5751,neutral
5752,neutral
5753,neutral
5754,neutral
5755,neutral
5756,positive
5757,positive
5758,neutral
5759,positive
5760,positive
5761,positive
5762,positive
5763,negative
5764,negative
5765,neutral
5766,neutral
5767,neutral
5768,neutral
5769,neutral
5770,neutral
5771,neutral
5772,neutral
5773,neutral
5774,negative
5775,neutral
5776,positive
5777,neutral
5778,neutral
5779,negative
5780,positive
5781,neutral
5782,neutral
5783,neutral
5784,positive
5785,neutral
5786,negative
5787,neutral
5788,neutral
5789,neutral
5790,neutral
5791,neutral
5792,neutral
5793,neutral
5794,positive
5795,positive
5796,neutral
5797,neutral
5798,positive
5799,positive
5800,negative
5801,positive
5802,neutral
5803,neutral
5804,positive
5805,neutral
5806,neutral
5807,positive
5808,neutral
5809,neutral
5810,positive
5811,neutral
5812,negative
5813,negative
5814,neutral
5815,neutral
5816,neutral
5817,negative
5818,positive
5819,positive
5820,neutral
5821,positive
5822,neutral
5823,neutral
5824,positive
5825,negative
5826,neutral
5827,neutral
5828,neutral
5829,neutral
5830,positive
5831,positive
5832,neutral
5833,negative
5834,neutral
5835,neutral
5836,neutral
5837,neutral
5838,neutral
5839,neutral
5840,neutral
5841,neutral
5842,neutral
5843,neutral
5844,neutral
5845,neutral
5846,neutral
5847,positive
5848,neutral
5849,neutral
5850,negative
5851,neutral
5852,neutral
5853,positive
5854,neutral
5855,positive
5856,neutral
5857,neutral
5858,neutral
5859,neutral
5860,neutral
5861,positive
5862,neutral
5863,neutral
5864,negative
5865,neutral
5866,neutral
5867,positive
5868,neutral
5869,neutral
5870,positive
5871,negative
5872,neutral
5873,neutral
5874,neutral
5875,neutral
5876,neutral
5877,neutral
5878,neutral
5879,positive
5880,neutral
5881,neutral
5882,neutral
5883,neutral
5884,neutral
5885,neutral
5886,neutral
5887,positive
5888,negative
5889,negative
5890,positive
5891,neutral
5892,neutral
5893,neutral
5894,neutral
5895,neutral
5896,negative
5897,neutral
5898,neutral
5899,neutral
5900,positive
5901,negative
5902,positive
5903,neutral
5904,neutral
5905,neutral
5906,neutral
5907,neutral
5908,neutral
5909,neutral
5910,neutral
5911,positive
5912,neutral
5913,positive
5914,neutral
5915,neutral
5916,negative
5917,positive
5918,neutral
5919,neutral
5920,neutral
5921,neutral
5922,neutral
5923,neutral
5924,positive
5925,negative
5926,neutral
5927,neutral
5928,negative
5929,neutral
5930,positive
5931,negative
5932,neutral
5933,neutral
5934,neutral
5935,neutral
5936,negative
5937,neutral
5938,neutral
5939,neutral
5940,neutral
5941,positive
5942,positive
5943,neutral
5944,positive
5945,negative
5946,positive
5947,neutral
5948,neutral
5949,positive
5950,positive
5951,neutral
5952,positive
5953,positive
5954,negative
5955,neutral
5956,neutral
5957,neutral
5958,positive
5959,neutral
5960,neutral
5961,neutral
5962,positive
5963,positive
5964,neutral
5965,neutral
5966,neutral
5967,neutral
5968,negative
5969,neutral
5970,positive
5971,positive
5972,positive
5973,negative
5974,neutral
5975,neutral
5976,positive
5977,negative
5978,neutral
5979,neutral
5980,neutral
5981,neutral
5982,neutral
5983,positive
5984,negative
5985,neutral
5986,neutral
5987,negative
5988,neutral
5989,positive
5990,neutral
5991,positive
5992,neutral
5993,positive
5994,negative
5995,neutral
5996,neutral
5997,positive
5998,neutral
5999,positive
6000,positive
6001,neutral
6002,positive
6003,neutral
6004,neutral
6005,neutral
6006,positive
6007,neutral
6008,neutral
6009,neutral
6010,neutral
6011,neutral
6012,positive
6013,neutral
6014,positive
6015,neutral
6016,neutral
6017,negative
6018,neutral
6019,neutral
6020,negative
6021,neutral
6022,neutral
6023,positive
6024,neutral
6025,neutral
6026,neutral
6027,neutral
6028,neutral
6029,neutral
6030,neutral
6031,positive
6032,neutral
6033,neutral
6034,positive
6035,neutral
6036,positive
6037,neutral
6038,neutral
6039,neutral
6040,neutral
6041,neutral
6042,neutral
6043,neutral
6044,neutral
6045,positive
6046,neutral
6047,neutral
6048,neutral
6049,neutral
6050,neutral
6051,neutral
6052,neutral
6053,positive
6054,neutral
6055,positive
6056,neutral
6057,neutral
6058,neutral
6059,positive
6060,neutral
6061,neutral
6062,neutral
6063,neutral
6064,neutral
6065,neutral
6066,neutral
6067,neutral
6068,negative
6069,positive
6070,neutral
6071,neutral
6072,positive
6073,positive
6074,neutral
6075,neutral
6076,neutral
6077,neutral
6078,neutral
6079,neutral
6080,neutral
6081,neutral
6082,neutral
6083,neutral
6084,neutral
6085,positive
6086,positive
6087,neutral
6088,neutral
6089,positive
6090,neutral
6091,positive
6092,positive
6093,neutral
6094,neutral
6095,negative
6096,neutral
6097,neutral
6098,neutral
6099,neutral
6100,neutral
6101,positive
6102,negative
6103,neutral
6104,neutral
6105,neutral
6106,positive
6107,neutral
6108,positive
6109,negative
6110,neutral
6111,positive
6112,neutral
6113,negative
6114,negative
6115,neutral
6116,positive
6117,neutral
6118,neutral
6119,positive
6120,neutral
6121,neutral
6122,neutral
6123,neutral
6124,negative
6125,neutral
6126,positive
6127,negative
6128,negative
6129,positive
6130,neutral
6131,neutral
6132,neutral
6133,negative
6134,neutral
6135,neutral
6136,neutral
6137,neutral
6138,positive
6139,negative
6140,positive
6141,neutral
6142,neutral
6143,positive
6144,negative
6145,neutral
6146,neutral
6147,neutral
6148,neutral
6149,neutral
6150,neutral
6151,neutral
6152,neutral
6153,positive
6154,neutral
6155,neutral
6156,negative
6157,neutral
6158,negative
6159,positive
6160,neutral
6161,positive
6162,positive
6163,positive
6164,neutral
6165,neutral
6166,neutral
6167,neutral
6168,neutral
6169,negative
6170,positive
6171,neutral
6172,positive
6173,positive
6174,neutral
6175,negative
6176,neutral
6177,positive
6178,positive
6179,neutral
6180,positive
6181,neutral
6182,neutral
6183,neutral
6184,positive
6185,positive
6186,neutral
6187,positive
6188,neutral
6189,neutral
6190,neutral
6191,positive
6192,positive
6193,positive
6194,neutral
6195,positive
6196,neutral
6197,neutral
6198,neutral
6199,neutral
6200,neutral
6201,negative
6202,neutral
6203,neutral
6204,neutral
6205,neutral
6206,neutral
6207,neutral
6208,negative
6209,neutral
6210,neutral
6211,positive
6212,negative
6213,positive
6214,neutral
6215,positive
6216,positive
6217,neutral
6218,neutral
6219,neutral
6220,neutral
6221,neutral
6222,neutral
6223,neutral
6224,positive
6225,neutral
6226,neutral
6227,positive
6228,neutral
6229,neutral
6230,negative
6231,neutral
6232,neutral
6233,neutral
6234,positive
6235,neutral
6236,positive
6237,positive
6238,neutral
6239,neutral
6240,neutral
6241,neutral
6242,neutral
6243,neutral
6244,positive
6245,negative
6246,neutral
6247,positive
6248,neutral
6249,positive
6250,neutral
6251,neutral
6252,positive
6253,neutral
6254,positive
6255,neutral
6256,neutral
6257,neutral
6258,negative
6259,neutral
6260,neutral
6261,positive
6262,neutral
6263,neutral
6264,neutral
6265,neutral
6266,negative
6267,neutral
6268,neutral
6269,neutral
6270,neutral
6271,neutral
6272,neutral
6273,neutral
6274,neutral
6275,positive
6276,neutral
6277,neutral
6278,neutral
6279,positive
6280,neutral
6281,positive
6282,neutral
6283,neutral
6284,positive
6285,negative
6286,neutral
6287,negative
6288,neutral
6289,neutral
6290,neutral
6291,neutral
6292,neutral
6293,positive
6294,neutral
6295,neutral
6296,neutral
6297,neutral
6298,neutral
6299,neutral
6300,neutral
6301,neutral
6302,neutral
6303,positive
6304,neutral
6305,neutral
6306,positive
6307,neutral
6308,neutral
6309,positive
6310,neutral
6311,neutral
6312,neutral
6313,positive
6314,neutral
6315,neutral
6316,negative
6317,positive
6318,neutral
6319,neutral
6320,neutral
6321,negative
6322,neutral
6323,negative
6324,negative
6325,neutral
6326,negative
6327,neutral
6328,negative
6329,negative
6330,neutral
6331,negative
6332,neutral
6333,neutral
6334,neutral
6335,neutral
6336,positive
6337,neutral
6338,neutral
6339,positive
6340,positive
6341,positive
6342,neutral
6343,positive
6344,neutral
6345,neutral
6346,neutral
6347,positive
6348,positive
6349,positive
6350,neutral
6351,neutral
6352,neutral
6353,positive
6354,neutral
6355,neutral
6356,negative
6357,negative
6358,positive
6359,neutral
6360,neutral
6361,neutral
6362,neutral
6363,neutral
6364,neutral
6365,positive
6366,neutral
6367,positive
6368,neutral
6369,positive
6370,neutral
6371,neutral
6372,positive
6373,positive
6374,neutral
6375,neutral
6376,neutral
6377,positive
6378,neutral
6379,neutral
6380,neutral
6381,positive
6382,positive
6383,neutral
6384,positive
6385,positive
6386,positive
6387,neutral
6388,neutral
6389,positive
6390,neutral
6391,positive
6392,neutral
6393,positive
6394,neutral
6395,positive
6396,neutral
6397,neutral
6398,positive
6399,neutral
6400,neutral
6401,neutral
6402,neutral
6403,positive
6404,positive
6405,neutral
6406,neutral
6407,neutral
6408,positive
6409,neutral
6410,positive
6411,positive
6412,neutral
6413,neutral
6414,neutral
6415,neutral
6416,neutral
6417,negative
6418,neutral
6419,neutral
6420,neutral
6421,neutral
6422,neutral
6423,neutral
6424,neutral
6425,positive
6426,neutral
6427,neutral
6428,neutral
6429,neutral
6430,neutral
6431,neutral
6432,neutral
6433,neutral
6434,neutral
6435,positive
6436,neutral
6437,neutral
6438,neutral
6439,negative
6440,positive
6441,neutral
6442,neutral
6443,positive
6444,negative
6445,positive
6446,neutral
6447,neutral
6448,neutral
6449,neutral
6450,neutral
6451,neutral
6452,neutral
6453,neutral
6454,neutral
6455,neutral
6456,neutral
6457,neutral
6458,neutral
6459,neutral
6460,neutral
6461,positive
6462,neutral
6463,positive
6464,positive
6465,positive
6466,neutral
6467,neutral
6468,neutral
6469,neutral
6470,neutral
6471,neutral
6472,neutral
6473,neutral
6474,neutral
6475,neutral
6476,positive
6477,negative
6478,neutral
6479,neutral
6480,neutral
6481,neutral
6482,positive
6483,negative
6484,neutral
6485,neutral
6486,neutral
6487,neutral
6488,neutral
6489,neutral
6490,neutral
6491,neutral
6492,neutral
6493,neutral
6494,positive
6495,neutral
6496,neutral
6497,neutral
6498,neutral
6499,neutral
6500,neutral
6501,neutral
6502,neutral
6503,neutral
6504,neutral
6505,positive
6506,neutral
6507,neutral
6508,positive
6509,neutral
6510,negative
6511,positive
6512,neutral
6513,neutral
6514,neutral
6515,neutral
6516,neutral
6517,neutral
6518,positive
6519,positive
6520,negative
6521,neutral
6522,positive
6523,positive
6524,positive
6525,positive
6526,neutral
6527,neutral
6528,positive
6529,neutral
6530,neutral
6531,neutral
6532,negative
6533,positive
6534,positive
6535,negative
6536,neutral
6537,positive
6538,neutral
6539,negative
6540,neutral
6541,neutral
6542,neutral
6543,neutral
6544,positive
6545,neutral
6546,neutral
6547,neutral
6548,neutral
6549,positive
6550,neutral
6551,positive
6552,negative
6553,neutral
6554,neutral
6555,neutral
6556,positive
6557,positive
6558,neutral
6559,neutral
6560,neutral
6561,neutral
6562,positive
6563,positive
6564,negative
6565,neutral
6566,neutral
6567,neutral
6568,positive
6569,neutral
6570,neutral
6571,neutral
6572,neutral
6573,neutral
6574,neutral
6575,neutral
6576,negative
6577,positive
6578,neutral
6579,neutral
6580,negative
6581,neutral
6582,neutral
6583,neutral
6584,neutral
6585,neutral
6586,neutral
6587,neutral
6588,neutral
6589,positive
6590,positive
6591,positive
6592,neutral
6593,neutral
6594,neutral
6595,neutral
6596,negative
6597,neutral
6598,positive
6599,positive
6600,neutral
6601,positive
6602,positive
6603,positive
6604,positive
6605,positive
6606,neutral
6607,neutral
6608,positive
6609,neutral
6610,neutral
6611,neutral
6612,negative
6613,neutral
6614,neutral
6615,neutral
6616,neutral
6617,neutral
6618,neutral
6619,neutral
6620,neutral
6621,neutral
6622,neutral
6623,neutral
6624,neutral
6625,negative
6626,neutral
6627,positive
6628,positive
6629,neutral
6630,neutral
6631,neutral
6632,neutral
6633,neutral
6634,neutral
6635,neutral
6636,neutral
6637,neutral
6638,neutral
6639,neutral
6640,neutral
6641,neutral
6642,neutral
6643,positive
6644,neutral
6645,neutral
6646,positive
6647,positive
6648,negative
6649,positive
6650,negative
6651,neutral
6652,positive
6653,neutral
6654,positive
6655,negative
6656,positive
6657,neutral
6658,neutral
6659,neutral
6660,positive
6661,neutral
6662,neutral
6663,neutral
6664,positive
6665,positive
6666,positive
6667,neutral
6668,negative
6669,neutral
6670,neutral
6671,neutral
6672,neutral
6673,positive
6674,neutral
6675,positive
6676,neutral
6677,positive
6678,neutral
6679,neutral
6680,neutral
6681,neutral
6682,neutral
6683,neutral
6684,neutral
6685,neutral
6686,neutral
6687,neutral
6688,neutral
6689,neutral
6690,negative
6691,neutral
6692,neutral
6693,positive
6694,positive
6695,neutral
6696,positive
6697,neutral
6698,neutral
6699,neutral
6700,neutral
6701,neutral
6702,neutral
6703,negative
6704,neutral
6705,neutral
6706,neutral
6707,neutral
6708,neutral
6709,neutral
6710,neutral
6711,negative
6712,negative
6713,neutral
6714,positive
6715,neutral
6716,neutral
6717,neutral
6718,positive
6719,neutral
6720,neutral
6721,neutral
6722,neutral
6723,positive
6724,negative
6725,neutral
6726,neutral
6727,neutral
6728,negative
6729,neutral
6730,neutral
6731,neutral
6732,neutral
6733,neutral
6734,positive
6735,neutral
6736,neutral
6737,neutral
6738,neutral
6739,negative
6740,positive
6741,neutral
6742,neutral
6743,positive
6744,neutral
6745,neutral
6746,neutral
6747,neutral
6748,neutral
6749,neutral
6750,neutral
6751,neutral
6752,neutral
6753,positive
6754,positive
6755,neutral
6756,positive
6757,neutral
6758,neutral
6759,positive
6760,neutral
6761,neutral
6762,neutral
6763,positive
6764,positive
6765,neutral
6766,neutral
6767,positive
6768,positive
6769,neutral
6770,neutral
6771,neutral
6772,neutral
6773,neutral
6774,neutral
6775,neutral
6776,neutral
6777,neutral
6778,neutral
6779,neutral
6780,neutral
6781,negative
6782,positive
6783,neutral
6784,neutral
6785,neutral
6786,neutral
6787,neutral
6788,neutral
6789,neutral
6790,neutral
6791,neutral
6792,neutral
6793,positive
6794,neutral
6795,neutral
6796,negative
6797,negative
6798,neutral
6799,neutral
6800,neutral
6801,neutral
6802,neutral
6803,neutral
6804,positive
6805,neutral
6806,neutral
6807,neutral
6808,neutral
6809,neutral
6810,neutral
6811,neutral
6812,positive
6813,neutral
6814,neutral
6815,positive
6816,neutral
6817,neutral
6818,neutral
6819,neutral
6820,neutral
6821,neutral
6822,neutral
6823,neutral
6824,neutral
6825,neutral
6826,positive
6827,positive
6828,positive
6829,positive
6830,neutral
6831,neutral
6832,neutral
6833,neutral
6834,neutral
6835,neutral
6836,neutral
6837,neutral
6838,neutral
6839,neutral
6840,neutral
6841,neutral
6842,negative
6843,negative
6844,positive
6845,neutral
6846,positive
6847,positive
6848,neutral
6849,neutral
6850,positive
6851,neutral
6852,negative
6853,neutral
6854,neutral
6855,neutral
6856,negative
6857,negative
6858,positive
6859,neutral
6860,neutral
6861,positive
6862,positive
6863,neutral
6864,neutral
6865,neutral
6866,positive
6867,neutral
6868,neutral
6869,neutral
6870,neutral
6871,neutral
6872,neutral
6873,neutral
6874,positive
6875,neutral
6876,positive
6877,positive
6878,neutral
6879,positive
6880,positive
6881,neutral
6882,positive
6883,neutral
6884,neutral
6885,neutral
6886,neutral
6887,positive
6888,neutral
6889,neutral
6890,negative
6891,positive
6892,positive
6893,neutral
6894,neutral
6895,neutral
6896,neutral
6897,neutral
6898,positive
6899,neutral
6900,neutral
6901,neutral
6902,neutral
6903,neutral
6904,positive
6905,neutral
6906,neutral
6907,neutral
6908,neutral
6909,neutral
6910,negative
6911,negative
6912,positive
6913,neutral
6914,neutral
6915,neutral
6916,neutral
6917,positive
6918,neutral
6919,neutral
6920,neutral
6921,neutral
6922,neutral
6923,neutral
6924,neutral
6925,neutral
6926,negative
6927,negative
6928,neutral
6929,neutral
6930,neutral
6931,neutral
6932,neutral
6933,neutral
6934,neutral
6935,positive
6936,neutral
6937,neutral
6938,neutral
6939,neutral
6940,neutral
6941,neutral
6942,neutral
6943,neutral
6944,neutral
6945,neutral
6946,neutral
6947,neutral
6948,neutral
6949,neutral
6950,neutral
6951,positive
6952,neutral
6953,negative
6954,positive
6955,neutral
6956,positive
6957,positive
6958,positive
6959,neutral
6960,neutral
6961,neutral
6962,negative
6963,neutral
6964,neutral
6965,positive
6966,neutral
6967,negative
6968,neutral
6969,neutral
6970,negative
6971,neutral
6972,neutral
6973,neutral
6974,neutral
6975,neutral
6976,neutral
6977,neutral
6978,positive
6979,neutral
6980,neutral
6981,neutral
6982,positive
6983,neutral
6984,negative
6985,neutral
6986,positive
6987,positive
6988,positive
6989,neutral
6990,negative
6991,neutral
6992,positive
6993,neutral
6994,positive
6995,neutral
6996,neutral
6997,neutral
6998,positive
6999,positive
7000,positive
7001,positive
7002,positive
7003,neutral
7004,positive
7005,neutral
7006,negative
7007,positive
7008,positive
7009,neutral
7010,neutral
7011,positive
7012,neutral
7013,neutral
7014,neutral
7015,positive
7016,neutral
7017,neutral
7018,neutral
7019,neutral
7020,neutral
7021,neutral
7022,positive
7023,positive
7024,positive
7025,positive
7026,positive
7027,neutral
7028,negative
7029,negative
7030,neutral
7031,neutral
7032,neutral
7033,neutral
7034,neutral
7035,negative
7036,neutral
7037,neutral
7038,neutral
7039,neutral
7040,neutral
7041,negative
7042,neutral
7043,neutral
7044,neutral
7045,neutral
7046,positive
7047,neutral
7048,neutral
7049,positive
7050,neutral
7051,negative
7052,neutral
7053,neutral
7054,negative
7055,neutral
7056,neutral
7057,neutral
7058,neutral
7059,neutral
7060,neutral
7061,neutral
7062,neutral
7063,neutral
7064,neutral
7065,positive
7066,neutral
7067,neutral
7068,neutral
7069,neutral
7070,neutral
7071,positive
7072,positive
7073,neutral
7074,neutral
7075,neutral
7076,positive
7077,neutral
7078,neutral
7079,neutral
7080,neutral
7081,negative
7082,neutral
7083,neutral
7084,neutral
7085,positive
7086,neutral
7087,neutral
7088,neutral
7089,positive
7090,neutral
7091,positive
7092,positive
7093,positive
7094,positive
7095,positive
7096,neutral
7097,positive
7098,neutral
7099,positive
7100,positive
7101,neutral
7102,neutral
7103,positive
7104,neutral
7105,positive
7106,neutral
7107,positive
7108,neutral
7109,neutral
7110,positive
7111,neutral
7112,neutral
7113,positive
7114,neutral
7115,neutral
7116,neutral
7117,neutral
7118,neutral
7119,neutral
7120,neutral
7121,positive
7122,positive
7123,positive
7124,positive
7125,positive
7126,positive
7127,neutral
7128,neutral
7129,neutral
7130,neutral
7131,neutral
7132,neutral
7133,neutral
7134,neutral
7135,neutral
7136,neutral
7137,negative
7138,positive
7139,neutral
7140,neutral
7141,positive
7142,neutral
7143,positive
7144,neutral
7145,neutral
7146,neutral
7147,positive
7148,neutral
7149,neutral
7150,neutral
7151,positive
7152,neutral
7153,neutral
7154,neutral
7155,positive
7156,neutral
7157,negative
7158,positive
7159,neutral
7160,neutral
7161,neutral
7162,positive
7163,positive
7164,neutral
7165,positive
7166,neutral
7167,negative
7168,neutral
7169,neutral
7170,positive
7171,neutral
7172,neutral
7173,positive
7174,neutral
7175,positive
7176,positive
7177,neutral
7178,positive
7179,positive
7180,neutral
7181,neutral
7182,positive
7183,neutral
7184,positive
7185,negative
7186,positive
7187,positive
7188,negative
7189,neutral
7190,positive
7191,positive
7192,neutral
7193,neutral
7194,neutral
7195,neutral
7196,neutral
7197,positive
7198,positive
7199,neutral
7200,positive
7201,neutral
7202,neutral
7203,neutral
7204,neutral
7205,neutral
7206,positive
7207,neutral
7208,negative
7209,neutral
7210,neutral
7211,neutral
7212,negative
7213,neutral
7214,positive
7215,neutral
7216,neutral
7217,neutral
7218,positive
7219,neutral
7220,positive
7221,neutral
7222,neutral
7223,neutral
7224,positive
7225,neutral
7226,neutral
7227,negative
7228,neutral
7229,positive
7230,positive
7231,neutral
7232,positive
7233,neutral
7234,neutral
7235,neutral
7236,neutral
7237,neutral
7238,neutral
7239,neutral
7240,neutral
7241,neutral
7242,neutral
7243,neutral
7244,neutral
7245,neutral
7246,neutral
7247,neutral
7248,neutral
7249,positive
7250,positive
7251,positive
7252,neutral
7253,neutral
7254,positive
7255,neutral
7256,neutral
7257,positive
7258,positive
7259,neutral
7260,neutral
7261,neutral
7262,neutral
7263,positive
7264,positive
7265,neutral
7266,neutral
7267,neutral
7268,positive
7269,neutral
7270,neutral
7271,negative
7272,neutral
7273,positive
7274,neutral
7275,neutral
7276,negative
7277,negative
7278,positive
7279,neutral
7280,negative
7281,positive
7282,positive
7283,positive
7284,neutral
7285,neutral
7286,positive
7287,neutral
7288,neutral
7289,neutral
7290,neutral
7291,positive
7292,neutral
7293,neutral
7294,neutral
7295,negative
7296,neutral
7297,neutral
7298,neutral
7299,neutral
7300,positive
7301,neutral
7302,neutral
7303,neutral
7304,neutral
7305,neutral
7306,neutral
7307,neutral
7308,neutral
7309,neutral
7310,neutral
7311,neutral
7312,positive
7313,neutral
7314,neutral
7315,neutral
7316,neutral
7317,positive
7318,neutral
7319,neutral
7320,neutral
7321,neutral
7322,neutral
7323,positive
7324,neutral
7325,neutral
7326,neutral
7327,positive
7328,neutral
7329,neutral
7330,negative
7331,negative
7332,neutral
7333,neutral
7334,neutral
7335,neutral
7336,positive
7337,positive
7338,neutral
7339,negative
7340,neutral
7341,neutral
7342,neutral
7343,neutral
7344,negative
7345,neutral
7346,neutral
7347,neutral
7348,positive
7349,neutral
7350,neutral
7351,positive
7352,positive
7353,negative
7354,negative
7355,neutral
7356,neutral
7357,neutral
7358,neutral
7359,neutral
7360,positive
7361,positive
7362,neutral
7363,neutral
7364,neutral
7365,positive
7366,positive
7367,neutral
7368,neutral
7369,neutral
7370,neutral
7371,neutral
7372,neutral
7373,positive
7374,neutral
7375,neutral
7376,neutral
7377,neutral
7378,neutral
7379,neutral
7380,positive
7381,neutral
7382,neutral
7383,neutral
7384,neutral
7385,neutral
7386,neutral
7387,negative
7388,positive
7389,neutral
7390,neutral
7391,neutral
7392,neutral
7393,neutral
7394,positive
7395,neutral
7396,neutral
7397,neutral
7398,neutral
7399,neutral
7400,neutral
7401,neutral
7402,neutral
7403,neutral
7404,positive
7405,negative
7406,neutral
7407,neutral
7408,positive
7409,positive
7410,neutral
7411,neutral
7412,positive
7413,neutral
7414,negative
7415,neutral
7416,positive
7417,neutral
7418,positive
7419,positive
7420,positive
7421,neutral
7422,neutral
7423,neutral
7424,positive
7425,neutral
7426,neutral
7427,negative
7428,neutral
7429,neutral
7430,positive
7431,neutral
7432,positive
7433,positive
7434,positive
7435,positive
7436,negative
7437,neutral
7438,positive
7439,negative
7440,neutral
7441,neutral
7442,negative
7443,negative
7444,positive
7445,neutral
7446,neutral
7447,neutral
7448,neutral
7449,positive
7450,positive
7451,neutral
7452,neutral
7453,neutral
7454,neutral
7455,positive
7456,negative
7457,neutral
7458,neutral
7459,neutral
7460,positive
7461,positive
7462,positive
7463,positive
7464,positive
7465,positive
7466,neutral
7467,neutral
7468,neutral
7469,positive
7470,positive
7471,neutral
7472,neutral
7473,neutral
7474,neutral
7475,negative
7476,neutral
7477,neutral
7478,neutral
7479,neutral
7480,neutral
7481,neutral
7482,positive
7483,neutral
7484,positive
7485,neutral
7486,positive
7487,neutral
7488,neutral
7489,neutral
7490,neutral
7491,positive
7492,neutral
7493,positive
7494,neutral
7495,negative
7496,neutral
7497,positive
7498,neutral
7499,neutral
7500,neutral
7501,neutral
7502,neutral
7503,neutral
7504,negative
7505,positive
7506,neutral
7507,neutral
7508,neutral
7509,negative
7510,neutral
7511,neutral
7512,neutral
7513,neutral
7514,neutral
7515,negative
7516,neutral
7517,positive
7518,neutral
7519,neutral
7520,neutral
7521,positive
7522,neutral
7523,positive
7524,neutral
7525,neutral
7526,neutral
7527,neutral
7528,neutral
7529,neutral
7530,neutral
7531,neutral
7532,neutral
7533,neutral
7534,positive
7535,neutral
7536,positive
7537,negative
7538,neutral
7539,negative
7540,neutral
7541,negative
7542,neutral
7543,neutral
7544,neutral
7545,negative
7546,negative
7547,neutral
7548,neutral
7549,neutral
7550,negative
7551,neutral
7552,neutral
7553,neutral
7554,neutral
7555,positive
7556,positive
7557,neutral
7558,positive
7559,neutral
7560,neutral
7561,positive
7562,neutral
7563,neutral
7564,positive
7565,positive
7566,neutral
7567,neutral
7568,neutral
7569,neutral
7570,neutral
7571,neutral
7572,neutral
7573,neutral
7574,positive
7575,neutral
7576,neutral
7577,positive
7578,neutral
7579,neutral
7580,neutral
7581,positive
7582,neutral
7583,neutral
7584,positive
7585,positive
7586,positive
7587,neutral
7588,positive
7589,positive
7590,neutral
7591,neutral
7592,neutral
7593,neutral
7594,negative
7595,neutral
7596,neutral
7597,neutral
7598,negative
7599,negative
7600,neutral
7601,neutral
7602,positive
7603,neutral
7604,neutral
7605,negative
7606,neutral
7607,neutral
7608,neutral
7609,neutral
7610,negative
7611,neutral
7612,neutral
7613,neutral
7614,neutral
7615,neutral
7616,neutral
7617,neutral
7618,neutral
7619,neutral
7620,neutral
7621,neutral
7622,neutral
7623,positive
7624,negative
7625,neutral
7626,negative
7627,neutral
7628,neutral
7629,neutral
7630,neutral
7631,positive
7632,neutral
7633,neutral
7634,neutral
7635,neutral
7636,negative
7637,negative
7638,positive
7639,neutral
7640,neutral
7641,neutral
7642,neutral
7643,positive
7644,neutral
7645,neutral
7646,neutral
7647,neutral
7648,neutral
7649,neutral
7650,negative
7651,neutral
7652,positive
7653,neutral
7654,neutral
7655,neutral
7656,neutral
7657,neutral
7658,neutral
7659,neutral
7660,neutral
7661,neutral
7662,neutral
7663,positive
7664,positive
7665,neutral
7666,neutral
7667,positive
7668,neutral
7669,positive
7670,neutral
7671,positive
7672,neutral
7673,neutral
7674,positive
7675,neutral
7676,negative
7677,positive
7678,positive
7679,neutral
7680,positive
7681,neutral
7682,neutral
7683,negative
7684,neutral
7685,positive
7686,neutral
7687,negative
7688,neutral
7689,neutral
7690,neutral
7691,positive
7692,negative
7693,neutral
7694,positive
7695,neutral
